annotate,post
"[0, 0, 0, 1]", Wala sa akong plano ang magbakasyon karong tuig
"[1, 0, 0, 0]", Di na ko gusto nga maapil pa sa mga istorya bahin sa bibingkang liki
"[0, 1, 0, 0]"," Murag nagpatsoy-tsoy ka sa party, na-a kay mga pangmoda nga outfits!"
"[0, 0, 0, 1]"," Sa Disyembre, ang mga bata magdala og pabuto aron makalupad og mga hayag nga kahayag sa langit"
"[0, 1, 0, 0]"," Wala kay mahimo, kinsa man na imong sala nga nagpadala ka sa imong kalagot?"
"[0, 0, 0, 1]", Palihug pagpagbubulabod sa asin sa salad para muangay ang flavor.
"[0, 1, 0, 0]",Wala ko kasabot nganong giisip sa uban nga putig itlog nalumos tagaliog ang mga Tagalog
"[1, 0, 0, 0]"," Pagsugod sa panaw, gihatagan siya sa 10 ka segundo ug nahimo na akong ""ander"" nga wala magreklamo."
"[0, 1, 0, 0]"," Busa, unsa pa man? Wala ko'y labot, imong mama dancer!"
"[0, 0, 0, 1]", Ang mga mamalitay naghulat sa katapusan nga rampa sa mga modelo.
"[1, 0, 0, 0]",Nakita nako ang anak sa kasal ni Juan ug Maria
"[0, 1, 0, 0]","Pasok na, ampingan nato ang atong ginansya!"
"[0, 0, 1, 0]"," Sa pag-umbaw sa arena, nagkausa ang tanan nga nagtan-aw sa pagdaig sa espadahan"
"[0, 1, 0, 0]"," Patsoy-tsoy ug walay lamoy, pero mulingkawas gihapon!"
"[0, 0, 1, 0]"," Nag joke ra siya bahin sa taga, pero medyo awkward"
"[0, 0, 0, 1]"," Kung ang akong kwarta wala pa, wala koy makapalit sa akong gusto"
"[0, 1, 0, 0]", Naa ra ba kay ginapakita nga patsoy-tsoy vibes sa imong social media posts?
"[1, 0, 0, 0]"," Kung basahon ang iyang profile, makita nimo nga basa ang papel niya"
"[0, 0, 1, 0]",Dili lalim ang pag-usab sa kinatawo sa usa ka tawo
"[1, 0, 0, 0]",Pasagdi lang na ang imong gibati sa iyang bibingkang liki
"[0, 0, 1, 0]"," Ang paghilawas usa ka natural nga bahin sa relasyon, nya importante ang respeto"
"[0, 0, 0, 1]","Nagdula mi sa park, pero pagkahuman sa bagyo, ni wala na ang mga suga"
"[0, 1, 0, 0]"," Pagsige lang sa pangandoy kay bisan anak sa pobreng utin, posible ra gihapon ang tanan."
"[0, 1, 0, 0]","Hala, nag selfie ka pero tuhakon kas manok sa imong nawong!"
"[0, 0, 0, 1]"," Kadaghan na nakong nalakaw, wala man nako sila nakitan."
"[1, 0, 0, 0]"," Pag-agas sa hangin, bahong biyuda gyud ang naglupad sa lugar"
"[0, 1, 0, 0]"," Dili lang ang gipili nga mga kolor sa wardrobe, kundili vitamins sa mata pud!"
"[0, 1, 0, 0]"," Dili ko kaayo ganahan sa klaseng mga tawo nga magpabibo, kay kung wala kay lingaw sa kinabuhi, dakpa imong utot!"
"[0, 0, 0, 1]"," Kapoy na kaayo ang mga hetot sa klase, pero sa dihang natug sa akong mga mata, maikog ko"
"[0, 0, 0, 1]","ataka sa  akong kwarto, kinahanglan na nako maglimpyo"
"[0, 1, 0, 0]"," Dili na gyud na mao ang akong giingon, pangatulig luwag lang!"
"[0, 0, 1, 0]",Mura'g nagdaot na siya kay nagreklamo siya sa kasakit
"[1, 0, 0, 0]"," Kanunay na lang mabawasan ang akong mga gamit, murag balhiboon og kamot ang akong silingan"
"[0, 0, 1, 0]"," Dili lang ni basta lakaw, kini usa ka rampa sa kinabuhi"
"[1, 0, 0, 0]","Nakaadto ko sa balay sa akong amigo, ug nakita nako nga grabe ka agas og palad siya sa iyang kwarta"
"[0, 1, 0, 0]"," Murag dili kaayo ko maapektuhan, kay ang demalas naa sa menteryo"
"[0, 0, 0, 1]"," Ang akong lola usa ka manggihatagon nga tao, sige lang siya'g hatag sa mga bata"
"[0, 1, 0, 0]"," Of course sa Rosita's, kay kinahanglan natong matilawan ang ilang special!"
"[0, 0, 0, 1]", Mas nindot unta kung mag-buhi mi ug mga pusa para sa balay
"[1, 0, 0, 0]","Niadto siya sa karaoke, pero ganahan nga basa ang tingog sa mga kanta"
"[0, 0, 1, 0]"," Kalit lang naguba ang akong cellphone, ataka!"
"[1, 0, 0, 0]"," Abi kay naka salakyan, nagtuo sila nga sayon ra ang tanan"
"[0, 0, 0, 1]", Ang langit karon kay puti tungod sa mga panganod
"[1, 0, 0, 0]"," Kung awas og palad ka, lisod kaayo na makigkatag ug salapi sa mga amigo"
"[1, 0, 0, 0]"," Sa kadaghan sa mga bisita, abot sa dunggan ang ngisi ni mama"
"[0, 1, 0, 0]", Unsa ng naas imu mata? Atoms check sa amigo
"[0, 0, 0, 1]", Nganong mangita man ka ug lalaki nga wala nahilig kung daghan mang klaro nga interesado?
"[0, 1, 0, 0]"," Laban lang, kay pasok na ang atong mga kadaugan!"
"[0, 0, 0, 1]", Ang ikaduha sa dalan mao ang atong destinasyon.
"[1, 0, 0, 0]","Sige, nagbalhiboon og dila sila sa atong kasilyas"
"[0, 0, 0, 1]", Nagpalit siya og bag-ong bunal kay ang iyang daan naguba
"[1, 0, 0, 0]",Ambot sa imong lubot nganong dugay ka naabut
"[0, 0, 0, 1]", Ang mga armas sa sundalo nagalihok sa dughan
"[0, 1, 0, 0]"," Sigurado ko, pag adto nato sa Rosita's, mas malipay ta!"
"[1, 0, 0, 0]"," Kaniadto, gikaon niya ang akong respeto hangtod maander ko"
"[0, 1, 0, 0]","Nakalugsong na mingaw na ko, nagdala ko ug nakalugsong nga canned sardines, gusto ka?"
"[0, 0, 0, 1]","Dili kaayo matunto ang akong igsoon, pero naloko siya sa advertising."
"[1, 0, 0, 0]", Ang mga singer kasagaran moingon nga mas nindot ang basa nga tingog sa ilang mga hits.
"[0, 0, 0, 1]"," Wang-wang na nga dautan nga balay sa mga barkada, pero maikog ko kay nagdali na nga mag-nindot"
"[1, 0, 0, 0]"," Magka-uban mi sa klaseng nagsige og basa og baba, wala na mi nakasabot sa leksyon"
"[0, 0, 1, 0]", Si Juan nagdala sa iyang hinagiban sa pag-practice sa kanto
"[1, 0, 0, 0]"," Nindot kaayo ang bag-ong haon nilang mga produkto, affordable pa!"
"[0, 0, 1, 0]"," Wala nahilig si Joseph, pero maayong higala namo tanan."
"[0, 0, 1, 0]", Ang tinuod nga espasa nagpasabot sa pinakamaayo nga talento ug determinasyon sa arena.
"[0, 1, 0, 0]"," Ayaw pagpakita na patsoy-tsoy ka man, ang importante, comfy lang!"
"[0, 0, 1, 0]", Ang mga lalaki kanunay nag-ingon nga ang ilang espada mao ang ilang orgullo.
"[0, 0, 1, 0]",Dapat dili lagi ta magsturya kabahin ug rakas
"[1, 0, 0, 0]",Dili na lang siya maminaw kay baleroso man siya
"[0, 0, 1, 0]", Kinsa ba ang dili ganahan sa mga kampilan nga nagpadagan sa daghang mga toro nga naglisod sa ilang pagsukol?
"[0, 0, 0, 1]",Wala ko nakat-on sa leksyon karon
"[0, 0, 0, 1]", Ang pamamahagi sa mga pagkaon sa mga kabus usa ka importante nga buluhaton
"[1, 0, 0, 0]", Nakadawat ko ug bag-ong haon nga libro gikan sa akong paboritong awtor
"[0, 0, 1, 0]"," Sa panahon sa kalisud, ang pagtuo usa ka autuas nga magpabilin"
"[1, 0, 0, 0]", Ang iyang mga buhat nagpakita nga siya usa ka bato og kasingkasing
"[0, 0, 0, 1]", Ang pag-armas sa mga batan-on sa husto nga kaalaman mao ang yawe sa kalamboan
"[1, 0, 0, 0]"," Wala ko kabalo ngano nagbasa ang tingog niya, siguro over use"
"[0, 0, 0, 1]", Ang lab-as nga mga balita nagpasabot nga daghang positibong kausaban ang mahitabo sa atong komunidad
"[0, 0, 1, 0]", Ang ilang relasyon mahimo’g mas lig-on kon magtagay sila sa kalipay
"[1, 0, 0, 0]"," Aloman og tiil man gud siya, mahibulong ka na lang nga niabot siya sa lugar sa wala ka pa nakaabot."
"[1, 0, 0, 0]"," Sa akong pagbisita, bahog gas jud ang ilang sinigang!"
"[0, 0, 1, 0]"," Sa mga jokes sa barkada, sige lang mi'g hisgot bahin sa linukot ug unsaon ni siya pag-aalaga."
"[0, 1, 0, 0]", Mas maayo nga paunaha ko para dili ka bungoton
"[0, 0, 0, 1]",Ang sundalo nagdala og armas para sa ilang misyon
"[0, 0, 0, 1]"," Giingnan ko ang mga bata nga dili maghikot sa ugis, kay mahadlok sila"
"[1, 0, 0, 0]"," Sige siya’g complain nga siya’y ander da bunal, pero di siya mabuhat ug unsa nga mga lakang para mausab"
"[0, 0, 0, 1]"," Sa trabaho, gikinahanglan ang pagkalalaki aron mapadako ang kumpiyansa sa mga kauban"
"[0, 0, 0, 1]", Ang pagkalalaki usa ka bitamina sa tanan nga kalihokan sa kalibutan
"[0, 0, 0, 1]", Kinahanglan nato tan-awon ang tinagoan sa mga gamit sa likod sa bodega.
"[1, 0, 0, 0]", Ambot sa langaw kay karon lang ko kabalo anang balita
"[0, 1, 0, 0]", Unsay imong giingon? Atoms check lang na para mas klaro!
"[0, 1, 0, 0]","Grabi na ka boring ang linya, paunaha ko para dili ka bungoton"
"[0, 0, 0, 1]"," Pagsugod sa weekend, kasagaran na ang mga tao nga uhaw ang camel, ang uban magdala og ilimnon"
"[0, 1, 0, 0]", Gusto ka makalugsong unya mag-sardines ta?
"[1, 0, 0, 0]"," Kanang mga tawhana nga ander da bunal, unsaon man nila pagdaug sa ilang kaugalingon nga respeto?"
"[1, 0, 0, 0]","Sayon ra kaayo ni siya, basta magbasa og baba na, di na makahunahuna sa tinuod"
"[0, 0, 0, 1]"," Kanang batil nga akong gigamit, maayo ra kaayo ang pagkahangin sa itlog"
"[0, 1, 0, 0]"," Nadakpan na, ha! Imong gitripan ang imong buhok karon!"
"[1, 0, 0, 0]", Ang batan-on nga dugo sa mga estudyante naghatag og daghang inspirasyon sa mga magtutudlo.
"[0, 0, 0, 1]", Gusto ko nga maghimo og butsi para sa dinner
"[0, 1, 0, 0]"," Unya, ang sunod nga dula, big winnings, pasok!"
"[0, 0, 0, 1]"," Nagpaabot ko sa akong bibingka nga giandam sa akong lola, kay permi kini ang akong paborito"
"[0, 0, 0, 1]", Ang espada nga iyang gigamit sa tinggub kay hinimo sa labing maayo nga mga materyales
"[1, 0, 0, 0]","Sana all, naka-try na mo ug buang nga lubi?"
"[0, 0, 1, 0]", Ang gugma usa ka autuas nga maghatag og kusog sa atong kalag
"[0, 0, 1, 0]", Minsan parang nahihiya akong banggitin ang autuas sa harap ng mga tao
"[1, 0, 0, 0]", Iyang gitudlo ang mga empleyado nga dili magpabilin sa mga butang kay balhiboon og kamot ang iyang pagkahulag
"[0, 0, 0, 1]"," Sa mga piyesta, kanunay maghipos og butsi ang akong mga igsoon"
"[1, 0, 0, 0]","Ang katahum sa anak ni Eba, kay siya maoy prinsesa sa among baryo"
"[0, 0, 1, 0]","Kapag nagkukuwentuhan kami, lagi kong tinutukso ang mga kaibigan ko tungkol sa autuas"
"[0, 1, 0, 0]", Kadako sa bitin! Dili na lang gyud ko musulod sa ilang banyo sunod!
"[0, 0, 0, 1]", Wala koy ideya kung unsaon nako pagpuno sa tiempo
"[0, 0, 0, 1]", Dako ang akong kalipay nga magbuhi ug mga langgam sa uma
"[1, 0, 0, 0]"," Kumusta man ang mga awasan og palad sa imong pamilya, nagkinahanglan ba sila og tabang?"
"[0, 0, 1, 0]","Sayo lang sa tanan, pero katung mga batan-on sa barangay, bilatnanay na gyud kay sakit sa ulo sila"
"[0, 1, 0, 0]"," Di ko gusto magpalabi sa utang, mao nga walay utang karon, ugma ra"
"[0, 1, 0, 0]"," Mag-ayo-ayo na unta ka, aykog labda"
"[0, 1, 0, 0]"," Wala ko nag-ingon nga ingon ana, pangatulig luwag lang."
"[1, 0, 0, 0]", Lisud kaayo ang magtrabaho uban sa baleroso nga tao
"[0, 0, 1, 0]", Mura'g nindot ang panahon para maghilawas human sa maayong dinner
"[1, 0, 0, 0]","Lami kaayo ni nga pagkaon, bahog gas!"
"[1, 0, 0, 0]"," Sa mga dapit nga sundan ang lig-on nga mga plano, ayaw adto og gubat kon wala kay bala"
"[0, 0, 0, 1]", Ang snack nga gisugdan namo na wala na human sa lunch
"[1, 0, 0, 0]"," Murag klase sa movie ang ilang gi-sulti, na sa katapusan, buak ang pakwan nila"
"[0, 1, 0, 0]"," Kadako sa bitin, ang akong amigo nagtudlo sa iyang litrato nga murag ahat ang bitin!"
"[0, 0, 1, 0]",Nangadto na siya sa rampa kay gusto niya makakita ug mga amigo
"[1, 0, 0, 0]"," Ang iyang lifestyle grabe ka extravagant, bisag wala na siya'y kwarta, awas og palad gihapon"
"[0, 0, 1, 0]"," Pahiyom na lang sa iyang gibuhat, basta kay nag-batil siya"
"[0, 1, 0, 0]"," Ayaw na pag-istorya, bugog mama ka, dili ka kasabot sa imong ginasulti."
"[0, 1, 0, 0]","Siyempre, adto ta sa Rosita's para sa lunch!"
"[0, 1, 0, 0]", Sigurado ko nga mahimo nato ang tanan basta gidala ang atong mga damgo sa imong heart
"[1, 0, 0, 0]"," Kung sakto ang panahon, sigurado nga aloman og tiil na sab ko, nagplano na ko sa akong sunod nga biyahe."
"[1, 0, 0, 0]", Ang iyang mga kaibigan nga mga Agatha magkasama ra gyud sa mga ginasulti
"[0, 1, 0, 0]", I-zoom in na lang nako ang picture kay murag tuhakon kas manok!
"[0, 0, 0, 1]", Nakaon ko og butsi samtang nagtan-aw og sine
"[0, 0, 0, 1]", Ang mga pautang nga pabuto nga gipalit namo sa tindahan nindot ug barato
"[0, 0, 0, 1]", Ibutang ang plano sa tunga sa proyekto
"[1, 0, 0, 0]"," Kung magpadayon pa ni, mahimong agas og palad na ko sa akong sweldo!"
"[0, 1, 0, 0]"," Dili ko kabalo unsaon nako pag-estorya, pero gusto ko nga maabot ang imong heart"
"[0, 0, 1, 0]", Naghuna-huna ko kung maghilawas ba sila sa unang petsa
"[0, 1, 0, 0]","Sakto ra kaayo na nga nahitabo sa imong mga desisyon, da!"
"[0, 0, 1, 0]"," Sa lokal nga kasaysayan, gilarawan ang taliba ingon nga sundalo nga nagtan-aw sa atong henerasyon"
"[0, 0, 0, 1]"," Senyor, kinsa ang magdumala sa atong proyekto?"
"[0, 1, 0, 0]"," Paghuman nimo sa haircut, nadakpan na ang lahat!"
"[0, 1, 0, 0]"," Bitaw, kabalo ka na, anak sa pobreng utin ra ta, pero ang atong paningkamot, labaw pa sa mga dili."
"[0, 1, 0, 0]"," Magchika ra ka pero wa kay substance, kung wala kay lingaw, dakpa imong utot!"
"[0, 0, 0, 1]"," Sa bakasyon, magplano kami og mga fireworks display kay usa kini ka tradition nga among ginasunod."
"[0, 0, 0, 1]", Ang mga vegan kay nangita og alternatibo sa puti sa itlog sa ilang mga resipe
"[0, 0, 1, 0]", Dapat taguon na nimo imuhang kargada kay bastos kaayo ng magpakita
"[0, 0, 1, 0]", Mura'g rampa na lang ko kay dili na jud ko musugot magpabilin sa balay
"[1, 0, 0, 0]"," Ayaw pagpaka-awkward, kabalo man ta unsa ang pasabot sa bangus"
"[0, 1, 0, 0]"," Kung magpadayon ka sa pagka-annoying, aykog labda na!"
"[1, 0, 0, 0]"," Sa panahon sa tensyon, usahay ang akong baba sa atay magpaluha"
"[0, 0, 1, 0]"," Ayaw pag-asa, basin mag-rampa na sad ko sa beach karong weekend"
"[0, 0, 1, 0]"," Bisan pa man sa risgo, ang espadahan nagpadayon nga mosulod sa arena nga puno sa kaisog"
"[0, 0, 0, 1]", Ang pamamahagi sa mga impormasyon sa mga tawo nagpasiugda sa transparency sa gobyerno
"[0, 1, 0, 0]"," Kadako sa bitin! Kinsay maulaw karon, ang bitin o ang lalaki nga tuod"
"[0, 0, 0, 1]", Dali ra kaayo magluto og mga desserts gamit ang batil
"[0, 0, 1, 0]"," Sa matag pagsulay, ang paglaum mao ang autuas nga magpabilin kanato"
"[0, 0, 1, 0]", Mag-sabong ta karon sa ilawom sa mga bituon
"[0, 0, 1, 0]"," Siguro, atala, kinahanglan na nato magplano sa sunod nga lakaw"
"[0, 0, 1, 0]"," Tinigom ang iyang mga kasinatian, pero ang kinatawo nagabilin nga pareho"
"[0, 0, 1, 0]", Matag-usa sa atong mga higala nakasulay na og hilawas
"[0, 0, 1, 0]",Sige lang ta og hilawas basta kay happy ta
"[0, 0, 0, 1]", Kita nimo kadto nga rampa? Nindot kaayo ang design sa runway.
"[0, 0, 1, 0]"," Sa atong kasaysayan, ang sabong usa ka simbolo sa pagpadayag sa atong mga tinguha"
"[1, 0, 0, 0]", Kinsa ba ang magdahum sa anak sa liki nga kawayan nga mahimong usa ka sikat nga artista
"[0, 0, 0, 1]", Wala tay gikaon hangtod karon
"[0, 0, 1, 0]","Dili angay magsturya kabahin sa inyung mga gibuhi, dili dapat mag sige ug binastos"
"[0, 0, 0, 1]",Ang pintal sa dingding kay puti
"[1, 0, 0, 0]", Dili siya deserving nga ma-isolate tungod kay anak siya sa gawas
"[0, 0, 0, 1]", Manggihatagon ang mga negosyante karon kay naghatag sila og discounts sa mga estudyante
"[0, 0, 1, 0]", Mag-rampa ta unya aron makakaligo sa mga kahimtang
"[1, 0, 0, 0]"," Lisod ang iyang sitwasyon kay siya ra gyud usa, anak sa liking kawayan nga walay mo-atiman"
"[0, 1, 0, 0]"," Kada sabado, pag magluto ang inahan, siempre, alsa og balay ang mugnogo"
"[1, 0, 0, 0]"," Sa una, ang bodega sa among balay kay bahong biyuda na, pero giayo ra"
"[0, 1, 0, 0]"," Asa man diay ang balita? Wala ko'y pakialam, imong mama dancer!"
"[0, 0, 1, 0]"," Human sa trabaho, mag-rampa lang ta aron ma-refresh"
"[0, 0, 0, 1]", Ang puti sa itlog mao'y naghatag ug malasa nga texture sa mga desserts
"[1, 0, 0, 0]","Kanang bataha, anak sa liki nga kawayan, wala nagpasabot nga wa na siya'y maayong kaugmaon"
"[1, 0, 0, 0]", Dako nga kamatuoran nga ang mga babayeng’ mugbo’g lupad naghimo sa ilang desisyon tungod sa mga sakripisyo
"[1, 0, 0, 0]"," Ang akong silingan, baliko'g utok na gani, maghimo pa gyud ug mga proyekto nga walay pulos"
"[0, 0, 1, 0]"," Bro, kun inyo kong hibalaan, nag-pabuto ko sa Netflix kagahapon"
"[1, 0, 0, 0]"," Ngano man gyud na si Aling Rosa muingon nga ang mga eroplano naghatud ug laing mga tawo gikan sa Mars, baliko'g utok lagi"
"[0, 1, 0, 0]","Wala koy sensiyo ana, nagtan-aw ra ko sa imong pagsuway"
"[0, 0, 0, 1]", Naghimo siya og sinigang nga isdaa sa iyang lamesa.
"[0, 0, 0, 1]"," Kanang blender sa kusina, daot na, walay tingog kung mag-blend ko."
"[1, 0, 0, 0]"," Sa akong grupo, siya ang aloman og tiil, labi na kay grabe iyang gusto makat-on og bagong kultura."
"[0, 0, 0, 1]"," Pag-abot ni Maria, ingon siya uhaw ang camel ug nagdala og beer"
"[1, 0, 0, 0]"," Kining mga pastries, bahog gas jud, dili ko makarecover!"
"[0, 0, 0, 1]"," Sa mga salida, ang protagonista kanunay adunay espada nga nagpakita sa iyang abilidad"
"[0, 0, 0, 1]", Palihog dalha ang batil kay magluto ta sa brunch
"[0, 1, 0, 0]"," Kani nga style, nadakpan na gyud!"
"[1, 0, 0, 0]"," Bisan pa man sa iyang mga pangandoy, abot na sa dukot gyud ang iyang mga gipili."
"[0, 1, 0, 0]", Bugog papa gapinatka ra ug yawyaw
"[1, 0, 0, 0]",Dili tanan nga anak sa sakramento kay sama sa mga bata nga nagdako sa maayong batasan
"[0, 0, 0, 1]", Gusto ko nga masayran ang kargada sa mga gamit una mag-schedule sa delivery
"[1, 0, 0, 0]"," Dili gyud niya gihatagan og bili ang mga gibati sa iyang mga amigo, bato og kasingkasing man siya"
"[0, 1, 0, 0]"," Ang masuya madeads, basta Happy ko, ikaw unsa man?"
"[0, 1, 0, 0]"," Kanang sekreto para bibo, wala ko'y plano nga ipahibalo!"
"[0, 0, 0, 1]","Wala koy kwarta karon, kinahanglan pa kog mangutang"
"[0, 1, 0, 0]"," Dili ko ganahan sa mga drama, so kung wala kay lingaw sa kinabuhi, dakpa akong utot"
"[1, 0, 0, 0]",Dili siya madawat sa pamilya tungod kay anak sa liking kawayan siya
"[0, 0, 1, 0]", Balik-balik ra na siya sa pag-batil sa mga kausaban
"[0, 0, 1, 0]"," Kani nga kargada, importante kaayo sa akong seguridad, so dili ko kini ikompromiso"
"[0, 0, 0, 1]", Taga Butuan na siya pero karon nag-aprentis sa Cebu
"[0, 0, 1, 0]"," Nagklaro man silag maghilawas, pero mas maayo nga magkasinabtanan"
"[0, 0, 1, 0]","Pasensya na, pero dili kaayo maayo kung maghisgot ta og tahong sa atong conversation"
"[0, 0, 1, 0]"," Atala, nindot lagi na ang imong bag nga bag-o!"
"[0, 1, 0, 0]"," Unsaon man nato pagpadayon sa atong kalambuan, kung wala’y pag-apil sa imong heart?"
"[0, 0, 1, 0]","Ang mga kalaban nagtan-aw sa akong kargada, pero wala sila kabalo unsaon ni nako"
"[0, 0, 0, 1]", Wala na ko nagdala sa akong laptop sa trabaho
"[0, 0, 0, 1]", Dili kaayo ko ganahan sa mga linukot nga istorya sa akong mga kauban
"[1, 0, 0, 0]","Sige na, bata, dili na ka magpaka-batang murag korek"
"[0, 0, 0, 1]", Naka-trap ko og dakong tilapia samtang nag-taga sa sapa.
"[0, 1, 0, 0]",Asa na ka? Kalas og bugo na kaayo ko sa imong pagka-og!
"[0, 0, 0, 1]", Ang tahong kay healthy nga source sa protina
"[0, 0, 1, 0]"," Rampa ra ta sa barangay karon, para makakita ta sa uban"
"[0, 0, 0, 1]", Ang mga rakas sa akong kasingkasing naghatag ug dakong kusog sa akong adlaw-adlaw nga pakigbisog
"[1, 0, 0, 0]"," Ang akoang amigo, ander de bunal na siya kay kanunay ra siya mosunod sa gusto sa iyang partner"
"[0, 0, 0, 1]", Wala na siya sa eskwela kay nagbisita
"[1, 0, 0, 0]", Dili siya kasaligan kay basa ang papel sa mga proyekto nga iyang gihimo
"[0, 0, 1, 0]"," Bastos kaayo si juan, sige ug binuang kabahin ug mga rakas"
"[1, 0, 0, 0]", Mas maayo nga ato siyang dawaton kaysa ang i-secret ang anak sa gawas
"[0, 0, 1, 0]"," Sa ilang edad, normal na man ang maghilawas"
"[1, 0, 0, 0]", Murag balhiboon og kamot sad ang mga bisita sa among reunion kay naay nawala nga cellphone.
"[0, 0, 1, 0]", Ang mga kampilan usa ka simbolo sa garbo ug kusog sa mga bullfighting events
"[0, 0, 1, 0]", Murag magtukod man ta og samok kung maghisgot og tahong diri
"[1, 0, 0, 0]","Naa na sab na siya, abot sa pikas bukid iya katawa"
"[0, 0, 1, 0]"," Naay chat sa grupo bahin sa mga gibuhi, bastos kaayo"
"[0, 0, 1, 0]", Nakahinomdom ko sa gitabi sa akong amiga nga magtagay sa kalipay kay usa ka likay sa stress
"[0, 0, 1, 0]"," Daghan ko nadungog nga mga istorya bahin sa tahong, pero di ko ganahan ma-apil"
"[1, 0, 0, 0]"," Walay problema, pasagdi lang na kay abli ang Gaisano niya"
"[1, 0, 0, 0]", Naabot sa dunggan ang ngisi sa mga bata sa sugat sa pasko
"[0, 1, 0, 0]", Naay mga butang nga kinahanglan lang ipanabi na sa clouds para dili maglibog
