annotate,post,language
"[0, 0, 0, 0]",gikapoy na kog pangitag work pa abroad. pwede kamo nasad mangita nako? haha!,__label__ceb_Latn
"[0, 0, 0, 0]","lami man gyud ipahuway na, gikapoy ra gyud kos tanan.",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako sigeg duty! walay bebe time sa?! hahahahahahha,__label__ceb_Latn
"[0, 0, 0, 0]",pag human feb fair dle nako mo gawas sa balay except mo skwela. gikapoy nako!!!,__label__ceb_Latn
"[0, 0, 0, 0]",i swear gikapoy na ni sila pau sa akoang daily morninf rants ab being late,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako.,__label__ceb_Latn
"[0, 0, 0, 0]",ana sila sta your day early daw para mas lami ang imong routine nganong ako alas otso pa lang gikapoy na? hahahahahahahah,__label__ceb_Latn
"[0, 0, 0, 0]",ay buhat kog thread kay gikapoy nakog tutok sa computer,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako pero gina pangita japun tka,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy uroy ug panglimpyo haha sayo kaayo nakatulog,__label__ceb_Latn
"[0, 0, 0, 0]","kong unsa man gani mahitabo, mao nana oy. gikapoy nako magexpect. gikapoy nako magmanifest. dawaton naho bahalag unsay mahitabo. gikapoy nakooo!",__label__ceb_Latn
"[0, 0, 0, 0]",naa nasab ning akong gibati na gikapoy ko sa tanan,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog suwat,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog meet jud niya,__label__ceb_Latn
"[1, 1, 0, 0]",gikapoy naman kos tanan.,__label__ceb_Latn
"[0, 0, 0, 0]",tanay way manulod ron gikapoy kog skwela,__label__ceb_Latn
"[0, 0, 0, 0]",wala pa nagsugod duty gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy najud ko,__label__ceb_Latn
"[0, 0, 0, 0]","huyy jusq 3am na natulog si sab sab,mura nakog zombie mas mabilar pako sa iyaha kaysa iyng manghud jusq,gipa sleep namn gud nko iyng papa ky gikapoy pod,nya si sab sab ky subraan ka langi sa iyng papa ambot nlng",__label__ceb_Latn
"[0, 0, 0, 0]",ahhhhh mka inlove ako shells finally naa nakoy saang ug liboo na addition sako collections. huhu complete najud. done najud ako sampling kay gikapoy na ang disney princess manginhas. dri nsab mi mag patay sa editing ug id,__label__ceb_Latn
"[0, 0, 0, 0]",mas gikapoy na nuon ko,__label__ceb_Latn
"[0, 0, 0, 0]","ginoo ko tabang. labad na kau ako ulo, gikapoy kau ko nag labaha wai panihapon plus nag huwata sa van jusko wai tulog, napai sip on na mira ubo jud ni paingon.. simbako lang",__label__ceb_Latn
"[0, 0, 0, 0]",kaboring oy gikapoy nakog study. way oten dinha?,__label__ceb_Latn
"[0, 0, 0, 0]",do gikapoy nakog hilak di gihapon ko ka tulog samoka,__label__ceb_Latn
"[0, 0, 0, 0]",pag amping na lang mo guys kay gikapoy nakog tuon,__label__ceb_Latn
"[0, 0, 0, 0]","unta sunod lahi na sad tripan sa kinabuhi, gikapoy nako.",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako daan para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",ambot oy ywa gikapoy nako sa 2d ug 3d bsht,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naman ko oy,__label__ceb_Latn
"[0, 1, 0, 1]",gikapoy na gud kog balance sa akong renal diet ba,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako aning rle namo bosheet ni,__label__ceb_Latn
"[0, 0, 0, 0]",kini c jen barangan ba wa ni sya gikapoy? aw hahaha ma bash ta,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog tuon aning 1987 constitution,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naman ko ani uy,__label__ceb_Latn
"[0, 0, 0, 0]",ambot oy. gikapoy pako mamaligya ug uyap balik huhuh hahahahahaha,__label__ceb_Latn
"[0, 0, 0, 0]",tama namo gikapoy nako wala ko kabalo gipang unsa tamo pati sa pa na relationship nako sa iyaha ipa sangil pa nga about cheating kung unsa among probelma samoa amoa raman unta to,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",huota nas dughan oygikapoy nko lord,__label__war_Latn
"[0, 0, 0, 0]",gikapoy ko pero naa paman sa under water akong homies,__label__ceb_Latn
"[0, 0, 0, 0]",gisapot nako ug gikapoy,__label__ceb_Latn
"[0, 0, 0, 0]",shet gikapoy nako study kadaghan sakit,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy sa road trip ganina haha,__label__ceb_Latn
"[0, 0, 0, 0]",yati mani uy gikapoy nako sig sukaha mag biyahe. naa pakoy 2 hrs biyaheon unya quiz nga mala exam pa ugma. aw gudlak sa aken,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",ywa gikapoy nako aning achool works,__label__ceb_Latn
"[0, 0, 0, 0]",hays gikapoy nako dayon karon para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",deac kay gikapoy nako sakong fb,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog inantos kabalo ko nga walay griw kung walay pag antos pero grabi na,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako sig hilak,__label__ceb_Latn
"[0, 0, 1, 1]",gikapoy sa trekking hahaha,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog study,__label__ceb_Latn
"[0, 0, 0, 0]",what if. akong uyab na diay ang gikapoy nako hehe hahahahaha looy langgggg hihihi mag rest lang sab sya,__label__ceb_Latn
"[0, 0, 0, 0]",pisti gikapoy nakog skwela,__label__ceb_Latn
"[0, 0, 0, 0]",kamo ra sa skwela ugma girls. kay gikapoy pa ko sa byahe.,__label__ceb_Latn
"[0, 0, 0, 0]","kung gikapoy ka sa imo uyab boi, pwes ako wala jd! so noooo",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog tuon,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakos pr pamaymayg activity ah,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na,__label__ceb_Latn
"[0, 0, 0, 0]",tngina gikapoy nakog suwat sa english,__label__ceb_Latn
"[0, 0, 0, 0]",basta knock down ang all kay gipang kapoy ug limpyo hahaah utro sad nis yuki gikapoy ug samok samok,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",mao gurong gikapoy akong tbuok kalag kay akng gpanglabhan halos tanan sinina nako nya wako ga washing kay samot ko katapul sigeg huwat,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na ko para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naku mag bayut hap,__label__ceb_Latn
"[0, 0, 0, 0]",wa uroy sha gikapoy sig dagan sa atong hunahuna haha,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nakog skwelaaaa,__label__ceb_Latn
"[0, 0, 0, 0]",sino itech wa nidula pero gikapoy grabe ka naman tih,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako nga nag hunahuna pa lang sa 2 weeks na way sunday break kay makeup classes plus way undang study kay quizzes plus exams hay tabang,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy nako sige hunahuna niya,__label__ceb_Latn
"[0, 0, 0, 0]",wapa nag lunes pero gikapoy nako,__label__ceb_Latn
"[0, 0, 0, 0]",unsa ba kay gikapoy na ko sa kapobrehon,__label__ceb_Latn
"[0, 0, 0, 0]",way gibuhat pero gikapoy ko ywaaaaa,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na ko para ugma,__label__ceb_Latn
"[0, 0, 0, 0]",maskin ako gikapoy na,__label__ceb_Latn
"[0, 0, 0, 0]",last ko na ni rant na guro kapoy nako ako nay mosurrender sako kaugalingon. hago ug gikapoy nako na sako batasan na permi ing ani ing ana dli ta paminawon,__label__ceb_Latn
"[0, 0, 0, 0]","gina isip ko palang, gikapoy nako. hays.",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy naman ko kapoyon mga goys!!!!!,__label__ceb_Latn
"[0, 0, 0, 0]",gi kapoy nakos kalibutan jud gikapoy nakos tanan,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy gyud ko mentally,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy ko bai,__label__ceb_Latn
"[0, 0, 0, 0]",hoay pls lang babae na cousin next pls gikapoy nako sig babysit kay faris and haitham,__label__ceb_Latn
"[0, 0, 0, 0]",laina uy. anxious kaayo ko sa katanan. down kaayo ko. wa koy maadtuan. wa koy matakasan. i just cant do this anymore gid. gikapoy nakog hinilak. i just wanna take a pause sa kadali.,__label__ceb_Latn
"[0, 0, 0, 0]",mas mohagu gyud ang pag eskwela ug but an ka. gikapoy nakog ingani,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy ko pero woh it kay gabalik na akong sets,__label__ceb_Latn
"[1, 1, 1, 1]",wa na jud ko kasabot gikapoy nako huhu,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy,__label__ceb_Latn
"[0, 0, 0, 0]",yawa klase nasab ugma gikapoy nako bwisit,__label__ceb_Latn
"[0, 0, 0, 0]","maayo jud ang ginoo no. since ga crisis gihapon ko bisan naa nako sa akong field wc is music, as a conductor nga gikapoy na ug tudlog choir, gitagaan ko niyag lahi sidelinework nga ma enjoy nako. wa pud ko nangayo niya. salamat sa skills, lord. imo ni tanan!",__label__ceb_Latn
"[0, 0, 0, 0]",skl??? naa toy time last year nga wa ko niwerq kay gikapoy ko literally living off my emergency fund nag emergency akong utok ato thrilling kaayo to faaaak but lingaw ninglaag ko ug maayo hahah,__label__ceb_Latn
"[0, 0, 0, 0]",kanang gikapoy kas tanan pero wala kay choice kundi mubangon og magpadayon! cheer up!,__label__ceb_Latn
"[0, 0, 0, 0]",hayssss gikapoy na lagi kog organize2 ug events uuyy. pwd lahi nasad nga ferzooon??? i wanna enjoy an audience life,__label__ceb_Latn
"[0, 0, 0, 0]",gipang yabo nalang ang ilimnon ganina para makauli na tanan hahahaha hag as ako ray nagluya ron,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy najud ko pisting kinabuhia yawa,__label__ceb_Latn
"[1, 1, 1, 1]",natug nga sakit ang dughan samot diay igmata,__label__ceb_Latn
"[1, 1, 1, 1]","nganong ni uso naman sab ning parvo run uy, bahalag mag kiat ug mag sinamok ug ayo among mga iro dri dili lang mag ka parvo mag sakit akong dughan makita ni sila mag luya.. bag o pa gani naka recover ang usa, kining isa nasab nag luya jusko",__label__ceb_Latn
"[0, 0, 0, 0]",bay di nako musubaybay ug national finals sunod bi kay dungag2 rani sakit sa dughan. tulo na ka national final ang nakapapiskat nako.,__label__ceb_Latn
"[1, 1, 1, 1]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani",__label__ceb_Latn
"[1, 1, 1, 1]","hello, its me again! kahuot na ka halang sa dughan oy. sakit kaayooo huhu who would have thought na ang lalaki na imong comfo maoy ga cause ani",__label__ceb_Latn
"[1, 1, 1, 1]","sakita nimos dughan oy, sakit kaayu ka higugmaon. i really dont know if you love me pa, early man ka mo greet nako sauna, what happened to you man? and never ga matter nako ang gift maskin lambing nalang nimo.",__label__ceb_Latn
"[1, 1, 1, 1]","dili lang kamo ang naay problema plzz consider me as a human being, consider me as a student pud, consider me as a kid pud palihog, sakit na kaayo akong dughan sig huna huna sainyong problems, inyong problems akoy mag atiman",__label__ceb_Latn
"[0, 0, 0, 1]",agahon pa sakit ang dughan ah,__label__ceb_Latn
"[1, 1, 1, 1]","ani diay ang ma feel kung sobra nimo ka palangga ang isa ka tao, sakit kaayo sa pa na paspas ra kaayo ang tanan naa pa ang oras, why ani d nako kaya pota karon rako ka try og hilak na pinaka lala, tanan kasakit karon ragyud nabuhos, please sakit gyud sya sa dughan.",__label__ceb_Latn
"[1, 1, 1, 1]",soft spoken pero sakit pd lges dughan ang mga words??,__label__ceb_Latn
"[1, 1, 1, 1]",ang sakit nga na feel nako para sa akong daddy di ma kaya murag gikumot akong dughan,__label__ceb_Latn
"[1, 1, 1, 1]",matulog nga sakit ang dughan,__label__ceb_Latn
"[1, 1, 1, 1]",grabe sakit kaayo sa dughan makita ang mga tao sa carmen naa na sa gawas sa kalsada naglapag og tent tapos walay mga suga,__label__ceb_Latn
"[1, 1, 0, 0]",sa imong hug gihapon mutahan og mawala ang sakit sa dughan pero unsaon ko man?,__label__ceb_Latn
"[0, 0, 0, 1]","gaduda gid kuya kay pila na ka weeks nga du ka okay lang tanan, sadya lang, good time lang gakatabo saakon hahaha. lain gali ang balos potanginaaaaa, sakit sakit lo, sakit sakit gid ya. du ma lupok ang dughan ko lolo. halin sang una ikaw gid ya gaapin saakon.",__label__ceb_Latn
"[1, 0, 0, 0]","ginoo ko intawon oi, ka sakit ba sa dughan makita aning naa sa facebook nga mga balita. pamalandungi tawon ginoo ang mga nasalanta og landslide.",__label__ceb_Latn
"[1, 1, 1, 1]","makahilak sad ta magtan aw sa mga nahitabong trahedya karon uy, sakit kay sa dughan tan awon ang mga videos",__label__ceb_Latn
"[1, 1, 1, 1]",sakit kaayu sa dughan paminawn ang mga bata nga gahulat sa ilang mga ginikanan,__label__ceb_Latn
"[1, 1, 1, 1]",du sakit lgi ni siya gamay sa dughan poide nd lg anay kay mahibi n gd bla ko early oa hours kay nababatyagan ang early n 2log!,__label__ceb_Latn
"[1, 1, 1, 1]",dili sako magfacebook bai!! sakit jud kaayo sa dughan ang trahedya na gisinati sa masara,__label__ceb_Latn
"[1, 1, 1, 1]",sakit kaayo sa dughan tan awn ang mga na recover nga natabunan sa landslide,__label__ceb_Latn
"[1, 1, 1, 1]",stop ang pag scroll sa fb early morning kay sakit sa dughan huhu,__label__ceb_Latn
"[1, 1, 1, 1]",nnag sakit akong dughan sa mga panghitabo unta makitan na ang mga natabunan,__label__ceb_Latn
"[1, 1, 1, 1]","gusto ko mag celebrate sa kalipay kay engaged na akoa friend, pero sakit kaayo sa dughan makita ang mga post about landslide sa masara",__label__ceb_Latn
"[1, 1, 1, 1]",sakit sa dughan nga makita nako ang asawa saakong cousin ganiha nga gahilaka,__label__ceb_Latn
"[1, 1, 1, 1]",tama na lord pls. sakit na kaaayo. unsa paman ang buhaton nako lord. sobra na kaayo ang sakit sakong dughan lord,__label__ceb_Latn
"[1, 1, 1, 1]",maulian na ba ko ani akong hilanat gyu,__label__ceb_Latn
"[0, 0, 0, 0]",dinamani gaka wala ako hilanat oy samokaa,__label__ceb_Latn
"[1, 1, 1, 1]",dugang2 sad ni akong hilanat uyyyy naa paning ubo ug sipon hahays,__label__ceb_Latn
"[1, 1, 1, 1]",grabe akong hilanat. pahilot pa more. ning gawas ang sakit2,__label__ceb_Latn
"[1, 1, 1, 1]",gi ibtan ngipon hilanat ubo mens,__label__ceb_Latn
"[1, 1, 1, 1]",naunsa nman ni balik man hilanat,__label__ceb_Latn
"[1, 1, 1, 1]",hilanat man guro ni,__label__war_Latn
"[1, 1, 1, 1]",putangina gimingaw ang hilanat nako ni balik,__label__ceb_Latn
"[1, 0, 0, 0]",kapoya salon pag hilanat,__label__ceb_Latn
"[1, 1, 1, 1]","wew, abi kog hilanat ra, admit man sad tag pinakalit ani",__label__ceb_Latn
"[1, 1, 1, 1]",hilanat jud padulngan ani ba,__label__war_Latn
"[1, 1, 1, 1]",aha ragud ang hilanat ug ikay nanghanggat,__label__ceb_Latn
"[0, 0, 0, 0]",sukia natog hilanat oy,__label__ceb_Latn
"[0, 0, 0, 0]",pawala na hilanat daghan pko buhatonon,__label__ceb_Latn
"[0, 0, 0, 0]",bata pata sauna idagan ra ang hilanat karon nga tigulang na di na kaya lubog na diritso,__label__ceb_Latn
"[0, 0, 0, 0]",same symptoms among pag hilanat ni kuya. kulbaan basin dengue,__label__ceb_Latn
"[0, 0, 0, 0]",dakpan napud sa hilanat,__label__ceb_Latn
"[0, 0, 0, 0]","grabe akong gaba, gaawas kay wala pa nahuman diay. niapas pa akong hilanat",__label__ceb_Latn
"[0, 0, 0, 0]",wa nako ganahi aning sig balik balik nga hilanat,__label__ceb_Latn
"[0, 0, 0, 0]",mao najud ning time madutlan nakog hilanat,__label__ceb_Latn
"[1, 1, 1, 1]","hilanat pay imo, imo pay hilanat",__label__ceb_Latn
"[0, 0, 0, 0]",ganahan kaayo ko mag duwa ba pero akoa hilanat maka buang,__label__ceb_Latn
"[0, 0, 0, 0]",way maayo sa buntag waa hilanat may mo sugat,__label__ceb_Latn
"[0, 0, 0, 0]","clav souvenir sipon, ubo ug hilanat",__label__ceb_Latn
"[1, 1, 1, 1]",ywa oie gus2 bya q moduty ugma ay balag kapoiii gt plsss hilanat dun k sa far away ywa,__label__ceb_Latn
"[1, 1, 1, 1]",nganong ka wrong timing ning hilanat! bisag naa koy lakwon!!!!,__label__ceb_Latn
"[0, 0, 0, 0]",pila na ni ka adlaw ang hilanat kag ubo i miss my voice,__label__ceb_Latn
"[1, 1, 1, 1]",skwela raba ugma basin makatakod tas atong hilanat haruuuy,__label__ceb_Latn
"[0, 0, 0, 0]",grabehag transition sako gipamati ron oi. hyper sakit ulo hilanat,__label__ceb_Latn
"[0, 0, 0, 0]","sauna once or twice a year ra magsakit, karun ga dungan ang mga sakit. paghuman sa hilanat, ma trigger ang allergies. mura mag g trippan akong immune system",__label__ceb_Latn
"[1, 1, 1, 1]","wa pako naulian geatay, naa pa akong sorethroat ug head ache upat na kaadlaw. hilanat ray na wagtang",__label__ceb_Latn
"[0, 0, 0, 0]",nabungol najud kos ka mingaw sa among lugar. maka hilanat ng kamingaw gais,__label__ceb_Latn
"[1, 1, 1, 1]",tungod ni sa ubo ako hilanat,__label__ceb_Latn
"[0, 0, 0, 0]",di naman nuon mo biya ning hilanat sa atoa,__label__ceb_Latn
"[0, 0, 0, 0]","mayta maayo nako, ga sige rjud balik2 akoa hilanat and tag 39 jud alwaysss",__label__ceb_Latn
"[0, 0, 0, 0]",mawala na unta ni by monday ako hilanat uy kay diko gusto ma biyaan ojt bushet,__label__ceb_Latn
"[0, 0, 0, 0]",tukar nsd atong hilanat ani ky di mn mo kaon,__label__ceb_Latn
"[0, 0, 0, 0]",hilanat lang sa ang disney princess,__label__ceb_Latn
"[1, 1, 1, 1]",kamao sad mu timing akoa hilanat ug sip on kay gi timing walay klase pero di jud nako keri hilantanon nga wala ako mama,__label__ceb_Latn
"[0, 0, 0, 0]",nabuyagan mn diay kian bantog ra taga gabii ra ga balik iya hilanat,__label__ceb_Latn
"[0, 0, 0, 0]",wa naman ni na mao akong hilanat uy,__label__ceb_Latn
"[0, 0, 0, 0]",tambal sa hilanat ug subaw,__label__ceb_Latn
"[0, 0, 0, 0]",kanus a mani mawala akong hilanat uy ahak,__label__ceb_Latn
"[0, 1, 1, 0]",gitimingan gyud na walay klase tapos ayha ko tagaan ug hilanat weeeee imbes oppounity na unta ning long weekend para mucatch up sakong pending workload,__label__ceb_Latn
"[0, 0, 0, 0]",sige naman lang kog hilanat ani oy,__label__ceb_Latn
"[0, 0, 0, 0]",maulian akong hilanat if ma secure nako ang wonwoo semicolon,__label__ceb_Latn
"[0, 0, 0, 0]",hilanat pa nga,__label__war_Latn
"[0, 0, 0, 0]",di ko pahibaw sako parents ge hilanat ko kay ignon rakog tungod sakong ka laagan nga tinuod man pud,__label__ceb_Latn
"[0, 0, 0, 0]",naa pagyud ko kanta run da iponan. grabe akong hilanat,__label__ceb_Latn
"[0, 0, 0, 0]",i lulu ra guro ning hilanat ni?,__label__ceb_Latn
"[0, 0, 0, 0]",ataya ani nga hilanat oy,__label__war_Latn
"[0, 0, 0, 0]",hilanat gyud diay siya,__label__ceb_Latn
"[0, 0, 0, 0]",okay na akoang hilanat pero akoang labad sa ulo kay nagpabilin,__label__ceb_Latn
"[0, 0, 0, 0]",kuyawa pod aning hilanat ni marc uy abot man pila ka adlaw d naman ata ni normal,__label__ceb_Latn
"[0, 0, 0, 0]",haha asthma hilanat pero skwela gihapon,__label__war_Latn
"[0, 0, 0, 0]",hilanat najud ni,__label__war_Latn
"[0, 0, 0, 0]",ya hilanat ka bata ko taas du indi man ko makampante amo ja gle ka budlay kng rayo kaw sa pamilya mo,__label__ceb_Latn
"[0, 0, 0, 0]",asa raman nang hilanat kung makaanswer kog tarong ugma,__label__ceb_Latn
"[0, 0, 0, 0]","hilanat, ubo ug sip on tapos sabay pang pus on hala laban lawas",__label__ceb_Latn
"[0, 0, 0, 0]","kung kaylan lunes na, adto pa na hilantan ug gi sip on, ano batong taong 2",__label__ceb_Latn
"[0, 0, 0, 0]",karon pako byahe tapos gi hilantan pa jud atay nani,__label__ceb_Latn
"[0, 0, 0, 0]",karon pagud ko gi hilantan wtf,__label__ceb_Latn
"[0, 0, 0, 0]",gi na hilantan man pud q pero nganong dli man sila ing ato sa akoa?,__label__ceb_Latn
"[0, 0, 0, 0]",ariana grande mode na pd ta sa jacket kay gi hilantan.,__label__ceb_Latn
"[0, 0, 0, 0]",yawaaa ni mata nga gi hilantan huhu,__label__war_Latn
"[0, 0, 0, 0]",wala nako kasabot skoang gi bati run kamatyanon or gi hilantan lang,__label__ceb_Latn
"[0, 0, 0, 0]",gi hilantan natag sugod ani atay na,__label__ceb_Latn
"[0, 0, 0, 0]",skwela napod nga gi hilantan sheesh,__label__war_Latn
"[0, 0, 0, 0]","almost 7am nami nauli ganiha gikan seawall nag inum and now gi hilantan ko wahahaha, tagam dza",__label__ceb_Latn
"[0, 0, 0, 0]",gisagolan man diay nilag robust akong baso pag inom yawa maningala man sad ta nganong init kaayo atong lawas wa man unta gi hilantan,__label__ceb_Latn
"[0, 0, 0, 0]",gipang yabo nalang ang ilimnon ganina para makauli na tanan hahahaha hag as ako ray nagluya ron,__label__ceb_Latn
"[0, 0, 0, 0]",nagluya,__label__ceb_Latn
"[0, 0, 0, 0]","bwahahahahaha boom nagluya si ante oy hahahahahahaha yama nganong after couple of months, nikalit mag sulod sakong huna nga naa jud ga push nako mu visit ato oy?!?!? pls, karon pa ko ka visit sa wall niya utro ever since last year kay nag promise jud kos akong kaugalingon nga di",__label__ceb_Latn
"[0, 0, 0, 0]",i sear nag ovehink pa gyapon ko until now kay xander and i believed na naa ay isa but 3 ra gyud and what if she stopped giving bih na kay amo gipakaon huhuuuu wala nagluya ang boang active ra kaayo huhuuu niweys unta mugawas ang dachsh breeed,__label__ceb_Latn
"[0, 0, 0, 0]",grabe inoma isa ka adlaw man nagluya,__label__war_Latn
"[0, 0, 0, 0]",huhu masakiton ra kaayo ko nice unta kaayo among laag but nagluya ang ferson ltlt,__label__ceb_Latn
"[0, 0, 0, 0]",nganong karon pamn jud uy ug kanusa nagluya natas kakapoy,__label__ceb_Latn
"[0, 1, 1, 1]",boboy mailhan jud nako nga nagluya ka tungod ni taylor swift. hahhahaahahahahahah yawa alangan nag check out nakog jbl nga speaker kay tuo nakog mu release na syag reptv! ang ending bag ong album!!!! ambot wa ko nalipay!!!,__label__ceb_Latn
"[0, 0, 0, 0]",nagluya man ko oy,__label__ceb_Latn
"[0, 0, 0, 0]",dagat ra jud makapauli sa lawas nga nagluya. bisag makita lang ang blue na dagat ug tingog sa hampak sa balod. salamat sa sunshine lord.,__label__ceb_Latn
"[0, 0, 0, 0]",nagluya kape og matcha ra man diay sulod sakong tiyan karong adlawa,__label__ceb_Latn
"[0, 0, 0, 0]",awkward kaayo maingnan get well soon pero mental helt reasons imong pagkaluya ahahahah fleece,__label__ceb_Latn
"[0, 0, 0, 0]",naluya nman ko oy wa nko kasabot sakung gibati,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ang fersonnn,__label__ceb_Latn
"[0, 0, 0, 0]",naluya pagka realize,__label__ceb_Latn
"[0, 0, 0, 0]",wait lang naluya ko,__label__ceb_Latn
"[0, 0, 0, 0]",naluya gyud kog kalit gahapon ay wtf wa ko kasabot naunsa ko ato. nangluya ka bugat lawas unya gihangak. atay. gani niuli nalang ko diretso,__label__ceb_Latn
"[0, 0, 0, 0]",nagkatawa ko kay after nako mahuman tong pouch kay naluya ko dayon natug dayon pag human hahahahah crochet pa,__label__ceb_Latn
"[0, 0, 0, 0]","naluya na ko, muhilak na ko",__label__ceb_Latn
"[0, 0, 0, 0]",diha ka naluya,__label__ceb_Latn
"[0, 0, 0, 0]","natagbaw jud ko diri. naluya ko sa 5 rounds, 3sum, 4sum, 1n1 and many more. i gave them a good show!! . hapit pa ko pauyab sa isa ka hamison ug lawas kay naka 3 pas me ka duha nagawsan lami ug limpyu daw ko mo bj. atay magcge nag chika chika nako pagkahuman.",__label__ceb_Latn
"[0, 0, 0, 0]",hangak!!! grabe naluya ko nawadan kog kusog aning suits. sige pata ani?,__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy tawn kog katawa sa talent show sa nana tour niya taud taud naluya pud kog hilak pagkanta ni seungkwan mura jud tag buang ani,__label__ceb_Latn
"[0, 0, 0, 0]",6hrs palang ko nag atubang ug laptop naluya naman sok haahhahaahhaahha,__label__ceb_Latn
"[0, 0, 0, 0]",yowo naluya kaykog dula tt tulgon ko pero di jud ko tig tulog taga hapon ay,__label__ceb_Latn
"[0, 0, 0, 0]",grabe. pati ako naluya og apil,__label__ceb_Latn
"[0, 0, 0, 0]",namali ko sa chaing and bc of that naluya ko sm kay na trauma kang maam doja cat perooo buotan kaayo si sir ma excited nalang ta magduty,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ko haha,__label__war_Latn
"[0, 0, 0, 0]",condition man kaayo nag gym ganina naluya man,__label__ceb_Latn
"[0, 0, 0, 0]",naluya sa ka init ganina,__label__ceb_Latn
"[0, 0, 0, 0]",naluya kos mga panghitabo gyud sa masara ay,__label__ceb_Latn
"[0, 0, 0, 0]",naluya ang princess rhea,__label__ceb_Latn
"[0, 0, 0, 0]",kafunny jud sa research namo sauna oi kay nag extract ug rivina humilis barehands nya nya after extraction kay didto pami kabalo nga makahilo diay nya nagtungok ang tanan kay naluya kay basi mahilo ming tanan,__label__ceb_Latn
"[0, 0, 0, 0]",naluya nako sa studyhan juskooooo,__label__ceb_Latn
"[0, 0, 0, 0]","naluya nako sa ca ambot uyyy kahilakon ko, lisuda pasaron uy",__label__ceb_Latn
"[0, 0, 0, 0]",walay gana mo kaon wa pay tulog hyss,__label__ceb_Latn
"[0, 0, 0, 0]",walay gana mo kaon,__label__ceb_Latn
"[0, 0, 0, 0]",bisan dli ta ganahan mo kaon kasab an nuon tag dli mo kaon dili lage ko mo kaon,__label__ceb_Latn
"[0, 0, 0, 0]",gusto ko mo kaon pero tabang dili ko ganahan manok napd,__label__ceb_Latn
"[0, 0, 0, 0]","sauna sa naa pakay kusog di jud mo kahinumdom moari samoa, nya karong naniguwang ka ari ka moduol samoa? boang man guro mo. gikapoy nakog timpi sa inyong ka hugawan ug pabadlong. punan pag batang way buot murag giatay di kasabot kapila storyahan. nganong naa mo diris amoa? pisti",__label__ceb_Latn
"[0, 0, 0, 0]",bye guys mawagtang nasad ko gikapoy nako huhu,__label__ceb_Latn
"[0, 0, 0, 0]",gusto nako mag resign lord. gikapoy nako hahahahha pero usahay wa may kapoy,__label__ceb_Latn
"[0, 0, 0, 0]","tama na, gikapoy nako anang storyaha",__label__ceb_Latn
"[0, 0, 0, 0]",gikapoy na baya ko,__label__ceb_Latn
"[1, 1, 1, 0]",gikapoy najud ko pisting kinabuhia yawa,__label__ceb_Latn
"[1, 1, 1, 1]",kanang gikapoy kas tanan pero wala kay choice kundi mubangon og magpadayon! cheer up!,__label__ceb_Latn
